"Name","Arm","Week12 N","Week12 fold change (log2, Mean [SE])","Week24 N","Week24 fold change (log2, Mean [SE]) ","KW Test P value","Week12 vs Week0 Dunn's Test P value","Week24 vs Week0 Dunn's Test P value"
"hsa-miR-140-5p","CG32",192,"-0.11 (0.31)",189,"-0.31 (0.29)",0.641601837560448,0.836752932109505,0.486826401326765
"hsa-miR-140-5p","CG48",197,"0.13 (0.29)",193,"0.28 (0.28)",0.664460746273088,0.44955131633256,0.426028024597442
"hsa-miR-140-5p","PB",99,"-0.41 (0.4)",78,"0.02 (0.49)",0.661017535897359,0.368296557518564,0.73361400506081
"hsa-miR-140-5p","SP",123,"-0.04 (0.4)",126,"-0.05 (0.37)",0.962593540410383,0.915821956241945,0.869148799037578
"hsa-miR-3173-5p","CG32",192,"0.05 (0.21)",189,"0.11 (0.23)",0.432529857100399,0.208018951159191,0.723795515976374
"hsa-miR-3173-5p","CG48",197,"-0.14 (0.24)",193,"0.17 (0.19)",0.538244396953856,0.647014753148426,0.507155487749635
"hsa-miR-3173-5p","PB",99,"0.67 (0.38)",78,"0.48 (0.41)",0.183131187869894,0.0848798329986398,0.161358920786539
"hsa-miR-3173-5p","SP",123,"-0.36 (0.27)",126,"0.04 (0.28)",0.772609233767518,0.665376325784461,0.783519372824624
"hsa-miR-20b-5p","CG32",192,"-0.07 (0.27)",189,"0.01 (0.25)",0.387017989810352,0.250382163577186,0.92138339140529
"hsa-miR-20b-5p","CG48",197,"0.1 (0.23)",193,"0.01 (0.25)",0.87195563028201,0.712583462416429,0.614262934468522
"hsa-miR-20b-5p","PB",99,"-0.74 (0.38)",78,"-0.68 (0.4)",0.0708752178570754,0.0223695904140306,0.182448456585304
"hsa-miR-20b-5p","SP",123,"-0.6 (0.31)",126,"-0.32 (0.35)",0.162162073210572,0.066682125469732,0.168321257719705
"hsa-miR-15b-3p","CG32",192,"0.09 (0.17)",189,"0.35 (0.18)",0.149715123512272,0.142577062025232,0.0662595385067159
"hsa-miR-15b-3p","CG48",197,"0.06 (0.15)",193,"0.02 (0.13)",0.919204820385597,0.81243640928092,0.859418998985522
"hsa-miR-15b-3p","PB",99,"-0.1 (0.28)",78,"-0.23 (0.28)",0.171871287705733,0.302742725583417,0.0613639400920184
"hsa-miR-15b-3p","SP",123,"-0.22 (0.18)",126,"-0.13 (0.21)",0.390696557895573,0.178276318260734,0.646545160714093
"hsa-miR-654-3p","CG32",192,"0.45 (0.29)",189,"-0.07 (0.32)",0.278861410410078,0.245092968926974,0.702173554747532
"hsa-miR-654-3p","CG48",197,"0.35 (0.27)",193,"0.22 (0.28)",0.912561813397115,0.67350995614051,0.789580577310265
"hsa-miR-654-3p","PB",99,"0.31 (0.45)",78,"0.05 (0.45)",0.923251736753507,0.917603337009505,0.773851824347777
"hsa-miR-654-3p","SP",123,"0.07 (0.35)",126,"0.25 (0.36)",0.661324044915932,0.781947885678657,0.376045179683602
"hsa-miR-379-5p","CG32",192,"-0.19 (0.29)",189,"-0.45 (0.31)",0.358682125157602,0.885127706006057,0.248835615393987
"hsa-miR-379-5p","CG48",197,"0.14 (0.29)",193,"0.24 (0.31)",0.698292352707568,0.485307731938699,0.454276926000045
"hsa-miR-379-5p","PB",99,"0.17 (0.43)",78,"0.42 (0.43)",0.61367331689754,0.716631097048224,0.535983397451188
"hsa-miR-379-5p","SP",123,"-0.45 (0.37)",126,"0.05 (0.35)",0.370491386201078,0.244661354293227,0.947315892819908
"hsa-miR-543","CG32",192,"-0.35 (0.25)",189,"-0.11 (0.27)",0.994631547759965,0.968916900105457,0.918049737023708
"hsa-miR-543","CG48",197,"-0.04 (0.24)",193,"-0.17 (0.27)",0.743630907432387,0.597568718477039,0.455791990227514
"hsa-miR-543","PB",99,"0.47 (0.4)",78,"0.71 (0.45)",0.768522603622749,0.655199124278742,0.474364808412417
"hsa-miR-543","SP",123,"-0.26 (0.3)",126,"-0.15 (0.33)",0.800679581355885,0.518688763346576,0.853696019450138
"hsa-miR-493-5p","CG32",192,"0.05 (0.3)",189,"0.02 (0.28)",0.477281128925694,0.413988314236823,0.70291782710986
"hsa-miR-493-5p","CG48",197,"-0.42 (0.26)",193,"-0.16 (0.28)",0.326022265595406,0.135160352010351,0.476282780114761
"hsa-miR-493-5p","PB",99,"0.55 (0.45)",78,"0.42 (0.47)",0.759546312234861,0.463855162409283,0.662682910422933
"hsa-miR-493-5p","SP",123,"-0.22 (0.31)",126,"0.61 (0.33)",0.224967211013311,0.626569131116499,0.239147040853557
"hsa-miR-145-3p","CG32",192,"0.34 (0.2)",189,"0.03 (0.22)",0.0236005885337165,0.00643521252908507,0.119123172553523
"hsa-miR-145-3p","CG48",197,"0.16 (0.17)",193,"0.29 (0.17)",0.021235392519611,0.0195172923442713,0.014411141398767
"hsa-miR-145-3p","PB",99,"0.21 (0.39)",78,"0.3 (0.42)",0.326050794472277,0.220421242465708,0.179324894737334
"hsa-miR-145-3p","SP",123,"-0.09 (0.22)",126,"-0.17 (0.24)",0.383675256281003,0.166356104880238,0.491741274095152
"hsa-miR-376c-3p","CG32",192,"0.25 (0.28)",189,"0.49 (0.32)",0.59135859774714,0.348957145234379,0.462564854808808
"hsa-miR-376c-3p","CG48",197,"0.06 (0.26)",193,"-0.02 (0.3)",0.7793069422201,0.890068341258153,0.599335507937791
"hsa-miR-376c-3p","PB",99,"0.21 (0.42)",78,"-0.07 (0.46)",0.813111967899513,0.612771380238209,0.563851771678456
"hsa-miR-376c-3p","SP",123,"-0.36 (0.36)",126,"0.08 (0.35)",0.550583431229619,0.434765956500181,0.821543020574428
"hsa-miR-532-5p","CG32",192,"0.27 (0.21)",189,"0.34 (0.22)",0.539395382530625,0.65739603661036,0.268938965479827
"hsa-miR-532-5p","CG48",197,"0.09 (0.17)",193,"0.04 (0.16)",0.720097025430633,0.455909003165297,0.93184464884315
"hsa-miR-532-5p","PB",99,"-0.12 (0.28)",78,"-0.2 (0.3)",0.755223358710897,0.772810705025362,0.456278817237287
"hsa-miR-532-5p","SP",123,"-0.49 (0.18)",126,"-0.55 (0.22)",0.152222251589825,0.0577898634153499,0.18937402327658
"hsa-miR-369-3p","CG32",192,"0.09 (0.25)",189,"-0.08 (0.23)",0.5582988718775,0.319831625608134,0.90418850072385
"hsa-miR-369-3p","CG48",197,"0.21 (0.19)",193,"0.33 (0.22)",0.919859897495287,0.90800492247707,0.690092373764801
"hsa-miR-369-3p","PB",99,"0.5 (0.33)",78,"0.56 (0.38)",0.819852875568084,0.535127765736609,0.840955279822666
"hsa-miR-369-3p","SP",123,"0.04 (0.24)",126,"0.15 (0.23)",0.610611568348959,0.773623528297415,0.500701829651303
"hsa-miR-378a-3p","CG32",192,"-0.39 (0.15)",189,"-0.38 (0.14)",0.00520533696463714,0.00654781809648036,0.00409448903392788
"hsa-miR-378a-3p","CG48",197,"-0.22 (0.14)",193,"-0.13 (0.13)",0.207962353708516,0.222802828770193,0.0859773589688114
"hsa-miR-378a-3p","PB",99,"0.14 (0.29)",78,"0.42 (0.3)",0.738830956472933,0.437327659785224,0.678757876264698
"hsa-miR-378a-3p","SP",123,"-0.37 (0.21)",126,"-0.58 (0.24)",0.14318568534128,0.247478872790153,0.0496788073562412
"hsa-miR-374b-5p","CG32",192,"0.12 (0.23)",189,"0.23 (0.23)",0.38299021676958,0.192203235243388,0.818072874681824
"hsa-miR-374b-5p","CG48",197,"0.06 (0.19)",193,"-0.19 (0.18)",0.951045143779201,0.780201322557292,0.996203613768916
"hsa-miR-374b-5p","PB",99,"-0.05 (0.38)",78,"0.01 (0.39)",0.905968307543554,0.685758649867137,0.972715884883264
"hsa-miR-374b-5p","SP",123,"-0.13 (0.3)",126,"-0.34 (0.29)",0.663632716705444,0.481353083407156,0.396671255392581
"hsa-miR-19a-3p","CG32",192,"-0.01 (0.23)",189,"0.02 (0.26)",0.814831437609042,0.523918749302307,0.719507109221432
"hsa-miR-19a-3p","CG48",197,"0.3 (0.24)",193,"0.04 (0.23)",0.230544718437119,0.11089597893611,0.818980499746918
"hsa-miR-19a-3p","PB",99,"0.22 (0.38)",78,"-0.07 (0.33)",0.892060054423903,0.733318934199406,0.647132735359344
"hsa-miR-19a-3p","SP",123,"-0.52 (0.26)",126,"-0.23 (0.29)",0.121919246957195,0.0403038045340432,0.314239045339876
"hsa-miR-221-5p","CG32",192,"-0.2 (0.29)",189,"-0.42 (0.31)",0.201456507277811,0.902836722815324,0.109466633674163
"hsa-miR-221-5p","CG48",197,"-0.26 (0.28)",193,"-0.09 (0.26)",0.952978626656432,0.77504403999126,0.80979875880973
"hsa-miR-221-5p","PB",99,"-0.45 (0.47)",78,"0 (0.37)",0.113491097933672,0.06260326261632,0.909628952913234
"hsa-miR-221-5p","SP",123,"-0.35 (0.36)",126,"-0.11 (0.35)",0.426362754198837,0.213712529654614,0.748513103844698
"hsa-miR-23a-5p","CG32",192,"-0.23 (0.29)",189,"-0.67 (0.3)",0.134628263368825,0.97552369580809,0.0786640974173367
"hsa-miR-23a-5p","CG48",197,"-0.47 (0.25)",193,"-0.36 (0.26)",0.240132810691351,0.104613141345391,0.23215728258881
"hsa-miR-23a-5p","PB",99,"0.08 (0.42)",78,"-0.1 (0.44)",0.828919892924265,0.726539893727035,0.54308554462959
"hsa-miR-23a-5p","SP",123,"-0.5 (0.34)",126,"-0.06 (0.34)",0.226328707052062,0.165852409048866,0.857673860052192
"hsa-miR-542-3p","CG32",192,"-0.19 (0.27)",189,"-0.2 (0.29)",0.384297515336918,0.84165563665844,0.274191704272165
"hsa-miR-542-3p","CG48",197,"0.1 (0.26)",193,"0.1 (0.23)",0.469315125381839,0.367185560455951,0.771193104988468
"hsa-miR-542-3p","PB",99,"0.32 (0.41)",78,"0.85 (0.45)",0.391226739606924,0.419851695512001,0.174947815844464
"hsa-miR-542-3p","SP",123,"-0.15 (0.32)",126,"-0.32 (0.35)",0.796913643904881,0.651240677580825,0.509900494681401
"hsa-miR-151b","CG32",192,"-0.02 (0.13)",189,"0.03 (0.1)",0.381857186273293,0.670284275178461,0.345160345586031
"hsa-miR-151b","CG48",197,"0.12 (0.09)",193,"0.12 (0.1)",0.632182092575307,0.606831679365193,0.339063463100183
"hsa-miR-151b","PB",99,"-0.05 (0.2)",78,"-0.32 (0.31)",0.841314501277841,0.567417649092216,0.875957217927412
"hsa-miR-151b","SP",123,"-0.02 (0.08)",126,"0.03 (0.09)",0.598803179152222,0.502829019218753,0.753078950801434
"hsa-miR-139-5p","CG32",192,"0.07 (0.15)",189,"0.07 (0.18)",0.22348919829429,0.225561804462771,0.0947605044785094
"hsa-miR-139-5p","CG48",197,"0.35 (0.16)",193,"0.51 (0.14)",1.60621401066838e-08,9.81787411901931e-06,1.3179020120711e-08
"hsa-miR-139-5p","PB",99,"0.29 (0.27)",78,"0.32 (0.27)",0.490710711134764,0.246801054986798,0.418198278353612
"hsa-miR-139-5p","SP",123,"-0.15 (0.12)",126,"-0.25 (0.18)",0.311781926257324,0.201144238193768,0.171369513438543
"hsa-miR-182-5p","CG32",192,"0.07 (0.13)",189,"0.18 (0.19)",0.937876719624693,0.888100322993573,0.827004312504755
"hsa-miR-182-5p","CG48",197,"0.03 (0.08)",193,"0.03 (0.09)",0.909042626296806,0.818035059439554,0.662655721646256
"hsa-miR-182-5p","PB",99,"0.41 (0.21)",78,"0.01 (0.35)",0.953731367018846,0.790123985947471,0.79200023415365
"hsa-miR-182-5p","SP",123,"0.09 (0.11)",126,"0.1 (0.19)",0.713154799626855,0.836707310511197,0.560929062375802
"hsa-miR-374a-5p","CG32",192,"0.05 (0.21)",189,"-0.14 (0.24)",0.487721120184157,0.385525626930152,0.767101881199148
"hsa-miR-374a-5p","CG48",197,"0.41 (0.22)",193,"0.21 (0.24)",0.0695406900599378,0.0392053730454003,0.92302402610855
"hsa-miR-374a-5p","PB",99,"-0.05 (0.36)",78,"0.23 (0.36)",0.880276353087067,0.905557771806756,0.62623782390273
"hsa-miR-374a-5p","SP",123,"-0.1 (0.3)",126,"0.24 (0.24)",0.813537456418168,0.729205019885719,0.771296040982329
"hsa-miR-106b-5p","CG32",192,"0.11 (0.08)",189,"0.05 (0.09)",0.702452174214391,0.426445172399911,0.879473728696611
"hsa-miR-106b-5p","CG48",197,"0.02 (0.06)",193,"-0.09 (0.1)",0.837048462257466,0.90796776326154,0.57042870036266
"hsa-miR-106b-5p","PB",99,"-0.03 (0.14)",78,"-0.08 (0.22)",0.520303333768212,0.530613578314583,0.254442826785556
"hsa-miR-106b-5p","SP",123,"-0.14 (0.15)",126,"0 (0.13)",0.652553478784652,0.384015337555444,0.861349640147602
"hsa-miR-3605-3p","CG32",192,"-0.08 (0.23)",189,"0.2 (0.24)",0.416370618719198,0.650680339557684,0.388134857544801
"hsa-miR-3605-3p","CG48",197,"0.35 (0.23)",193,"0.44 (0.23)",0.0728262855444219,0.120884336021309,0.0261631806028783
"hsa-miR-3605-3p","PB",99,"0.71 (0.38)",78,"0.02 (0.42)",0.248458145033687,0.0960973906254335,0.475340370447306
"hsa-miR-3605-3p","SP",123,"-0.45 (0.25)",126,"-0.45 (0.25)",0.71309228544426,0.877722649044163,0.438861056304432
"hsa-miR-502-3p","CG32",192,"-0.16 (0.15)",189,"-0.07 (0.1)",0.599189800220234,0.326542845720814,0.486158633382683
"hsa-miR-502-3p","CG48",197,"0.1 (0.1)",193,"-0.02 (0.11)",0.203858255194197,0.205436976610425,0.630597254489577
"hsa-miR-502-3p","PB",99,"-0.11 (0.13)",78,"-0.28 (0.18)",0.454566412281552,0.666803565829823,0.408620230086606
"hsa-miR-502-3p","SP",123,"-0.07 (0.15)",126,"-0.15 (0.19)",0.203098985928777,0.096443962515406,0.77828745876964
"hsa-miR-132-3p","CG32",192,"-0.21 (0.22)",189,"-0.22 (0.27)",0.686907038027868,0.993953542348922,0.452015491736589
"hsa-miR-132-3p","CG48",197,"-0.16 (0.22)",193,"0.02 (0.21)",0.107111285587908,0.0459081515268155,0.714709506309845
"hsa-miR-132-3p","PB",99,"0.17 (0.36)",78,"0.01 (0.4)",0.766510977332598,0.636957184307814,0.795410242101128
"hsa-miR-132-3p","SP",123,"0.07 (0.29)",126,"-0.08 (0.3)",0.581144867226996,0.448641608694782,0.81685909552877
"hsa-miR-664a-5p","CG32",192,"0.01 (0.24)",189,"-0.07 (0.22)",0.611788593180632,0.352488975791606,0.875600007673437
"hsa-miR-664a-5p","CG48",197,"-0.17 (0.24)",193,"-0.17 (0.25)",0.596957727088443,0.494988516517036,0.322629730902472
"hsa-miR-664a-5p","PB",99,"0.12 (0.42)",78,"0.43 (0.41)",0.144962480580525,0.905785911436369,0.0968970584712178
"hsa-miR-664a-5p","SP",123,"-0.31 (0.32)",126,"0.29 (0.33)",0.190606915337748,0.600109157717971,0.216590007524673
"hsa-miR-22-5p","CG32",192,"-0.15 (0.19)",189,"-0.24 (0.18)",0.855832137135469,0.855862006337099,0.710292174483976
"hsa-miR-22-5p","CG48",197,"0.07 (0.19)",193,"0.1 (0.23)",0.978765251621892,0.946017628740113,0.890165718336363
"hsa-miR-22-5p","PB",99,"0.06 (0.32)",78,"-0.19 (0.35)",0.688812771879332,0.496324967264783,0.890081527003074
"hsa-miR-22-5p","SP",123,"-0.48 (0.25)",126,"-0.51 (0.27)",0.0271444763132526,0.0701731587174058,0.00859829725020697
"hsa-miR-1976","CG32",192,"0.08 (0.26)",189,"0.1 (0.29)",0.865297994999213,0.598484683922562,0.737677159922759
"hsa-miR-1976","CG48",197,"0.39 (0.25)",193,"-0.25 (0.27)",0.142981881691935,0.0970650567116709,0.913773210132607
"hsa-miR-1976","PB",99,"-0.13 (0.4)",78,"0.18 (0.44)",0.779631920529701,0.713551271080774,0.731009664807597
"hsa-miR-1976","SP",123,"-0.64 (0.33)",126,"-0.29 (0.35)",0.243148171129227,0.0951132862175554,0.410640494035043
"hsa-miR-193b-5p","CG32",192,"-0.42 (0.25)",189,"-0.8 (0.25)",0.0439878684225832,0.0763638269266617,0.0164205680505673
"hsa-miR-193b-5p","CG48",197,"-0.41 (0.24)",193,"-0.44 (0.27)",0.182430371429995,0.130097782351733,0.0978856503756112
"hsa-miR-193b-5p","PB",99,"0.34 (0.38)",78,"0.64 (0.4)",0.133161043432104,0.47514527336845,0.0473335863687341
"hsa-miR-193b-5p","SP",123,"-0.06 (0.31)",126,"-0.5 (0.33)",0.863566782169173,0.934522186789995,0.675074943303676
"hsa-miR-2355-3p","CG32",192,"-0.09 (0.31)",189,"-0.66 (0.31)",0.0300591639839012,0.665795378558598,0.0401153988780961
"hsa-miR-2355-3p","CG48",197,"-0.35 (0.3)",193,"-0.14 (0.3)",0.434335704733433,0.288011025118836,0.24953860600137
"hsa-miR-2355-3p","PB",99,"0.24 (0.46)",78,"0.03 (0.51)",0.975673215309328,0.833727698915032,0.871421757659042
"hsa-miR-2355-3p","SP",123,"-0.56 (0.38)",126,"-0.53 (0.41)",0.504236622649495,0.256866667873821,0.428302111991045
"hsa-miR-9-3p","CG32",192,"0.33 (0.28)",189,"-0.11 (0.26)",0.43474753701201,0.348494080535265,0.777981337431767
"hsa-miR-9-3p","CG48",197,"0.3 (0.3)",193,"-0.34 (0.28)",0.019170780332586,0.0483220849044853,0.463526589686301
"hsa-miR-9-3p","PB",99,"-0.28 (0.44)",78,"-0.38 (0.48)",0.594208570922648,0.381543933066638,0.392084619390883
"hsa-miR-9-3p","SP",123,"-0.29 (0.35)",126,"-0.06 (0.34)",0.94891367399376,0.903495140387796,0.752638658605748
"hsa-miR-660-5p","CG32",192,"0.47 (0.17)",189,"0.4 (0.18)",0.103926018927117,0.0391207807692043,0.580273860725135
"hsa-miR-660-5p","CG48",197,"-0.02 (0.17)",193,"0.04 (0.14)",0.894449106568421,0.670250554276576,0.977128983314489
"hsa-miR-660-5p","PB",99,"0.14 (0.29)",78,"0.05 (0.29)",0.587650362445847,0.32872648573146,0.856563209123553
"hsa-miR-660-5p","SP",123,"0.08 (0.17)",126,"-0.07 (0.23)",0.491622769276422,0.290148113907914,0.312742933044239
"hsa-miR-191-3p","CG32",192,"-0.38 (0.3)",189,"0.12 (0.3)",0.546546946752786,0.602525422829749,0.567494841042504
"hsa-miR-191-3p","CG48",197,"-0.44 (0.29)",193,"0.05 (0.28)",0.349568952634247,0.184626525259648,0.857270773293096
"hsa-miR-191-3p","PB",99,"0.38 (0.39)",78,"1.09 (0.42)",0.219491759286887,0.987247257617058,0.133490484032303
"hsa-miR-191-3p","SP",123,"-0.51 (0.39)",126,"-0.11 (0.35)",0.688951409935335,0.413677263712778,0.825792414164633
"hsa-miR-3679-5p","CG32",192,"-0.15 (0.29)",189,"0.05 (0.29)",0.936636261953041,0.723033283894225,0.832669096923735
"hsa-miR-3679-5p","CG48",197,"-0.24 (0.26)",193,"-0.38 (0.3)",0.508319767432286,0.248308186779485,0.550240639703312
"hsa-miR-3679-5p","PB",99,"0.67 (0.4)",78,"0.77 (0.45)",0.428945802428182,0.495712266401073,0.19985890797936
"hsa-miR-3679-5p","SP",123,"-0.74 (0.35)",126,"-0.93 (0.37)",0.212156391749491,0.432760019990617,0.0829161267159476
"hsa-miR-651-5p","CG32",192,"0.2 (0.26)",189,"0.03 (0.26)",0.719443488518651,0.421779071060277,0.762259434242135
"hsa-miR-651-5p","CG48",197,"-0.14 (0.23)",193,"-0.21 (0.25)",0.935431406147046,0.718215681759995,0.822650168764836
"hsa-miR-651-5p","PB",99,"0.41 (0.39)",78,"0.55 (0.41)",0.469583518734644,0.249761326823163,0.354245228113979
"hsa-miR-651-5p","SP",123,"-0.09 (0.31)",126,"0.42 (0.33)",0.409081122258682,0.885999373383748,0.28391664357767
"hsa-miR-760","CG32",192,"0.19 (0.29)",189,"-0.1 (0.28)",0.388059082318509,0.487617261063789,0.490792401055989
"hsa-miR-760","CG48",197,"0.17 (0.28)",193,"0.26 (0.29)",0.731820222346362,0.688062286838704,0.432386754599919
"hsa-miR-760","PB",99,"0.28 (0.41)",78,"0.61 (0.41)",0.9658852528036,0.817105639790381,0.996767098294274
"hsa-miR-760","SP",123,"-0.29 (0.32)",126,"0 (0.33)",0.795312507607272,0.509857698997588,0.82872625786879
"hsa-miR-424-5p","CG32",192,"-0.04 (0.2)",189,"-0.15 (0.22)",0.415476890520057,0.424740930810145,0.594312189334085
"hsa-miR-424-5p","CG48",197,"-0.13 (0.2)",193,"0.06 (0.19)",0.383460652421985,0.816122524122051,0.1917606466191
"hsa-miR-424-5p","PB",99,"-0.19 (0.32)",78,"-0.47 (0.32)",0.20940826340834,0.509301114563504,0.0792487813341558
"hsa-miR-424-5p","SP",123,"0 (0.23)",126,"-0.17 (0.27)",0.332829047405091,0.221110946189746,0.918940176468024
"hsa-miR-183-5p","CG32",192,"-0.04 (0.12)",189,"-0.1 (0.19)",0.634541533772224,0.770856992769109,0.349948642041558
"hsa-miR-183-5p","CG48",197,"0.08 (0.1)",193,"-0.01 (0.1)",0.97879057821617,0.879774832418415,0.960187789823638
"hsa-miR-183-5p","PB",99,"0.09 (0.3)",78,"-0.19 (0.41)",0.970563275867161,0.899269422838607,0.902676824056099
"hsa-miR-183-5p","SP",123,"0.03 (0.16)",126,"0.16 (0.14)",0.357908524067,0.434912485081249,0.152109226640454
"hsa-miR-628-3p","CG32",192,"-0.38 (0.25)",189,"-0.23 (0.25)",0.339180928476224,0.283137502206319,0.161401289509097
"hsa-miR-628-3p","CG48",197,"-0.15 (0.24)",193,"-0.22 (0.25)",0.677586151809878,0.597014208830792,0.382172392602623
"hsa-miR-628-3p","PB",99,"0.88 (0.41)",78,"0.44 (0.44)",0.561194449384041,0.33957378644313,0.374133636742145
"hsa-miR-628-3p","SP",123,"-0.4 (0.33)",126,"-0.18 (0.33)",0.188810621782123,0.0715133632042368,0.500164745692615
"hsa-miR-432-5p","CG32",192,"-0.13 (0.32)",189,"-0.41 (0.29)",0.441215644571143,0.413822266586105,0.650129916809631
"hsa-miR-432-5p","CG48",197,"-0.19 (0.27)",193,"-0.54 (0.31)",0.184412753865816,0.240551359407654,0.0713192786241949
"hsa-miR-432-5p","PB",99,"0.19 (0.43)",78,"0 (0.45)",0.989372850151558,0.96432318811783,0.920410536095506
"hsa-miR-432-5p","SP",123,"0.06 (0.35)",126,"0.14 (0.38)",0.790266794029338,0.866486597014803,0.511126952595603
"hsa-miR-4286","CG32",192,"-0.21 (0.27)",189,"-0.17 (0.3)",0.258652378310125,0.966183205921636,0.147065675517882
"hsa-miR-4286","CG48",197,"0.22 (0.26)",193,"-0.14 (0.3)",0.629732463657481,0.693276521664921,0.566984743317416
"hsa-miR-4286","PB",99,"0.27 (0.39)",78,"0.05 (0.46)",0.992107941982289,0.906262127322668,0.924446952717693
"hsa-miR-4286","SP",123,"-0.12 (0.35)",126,"-0.04 (0.38)",0.396551519361177,0.207269355436627,0.836132155869484
"hsa-miR-326","CG32",192,"-0.14 (0.3)",189,"-0.07 (0.32)",0.827870344361278,0.63177661902711,0.57244085845187
"hsa-miR-326","CG48",197,"-0.31 (0.27)",193,"-0.43 (0.3)",0.560423282489481,0.376846202931921,0.337871849087342
"hsa-miR-326","PB",99,"0.22 (0.39)",78,"0.32 (0.48)",0.707419440300955,0.921410695637396,0.500910906057404
"hsa-miR-326","SP",123,"-0.36 (0.39)",126,"-0.18 (0.4)",0.77619167147883,0.49934361454456,0.604900644636664
"hsa-miR-485-3p","CG32",192,"-0.18 (0.3)",189,"-0.08 (0.32)",0.886330161858507,0.911624994763862,0.638953515311307
"hsa-miR-485-3p","CG48",197,"0.14 (0.28)",193,"-0.04 (0.28)",0.949623057961507,0.75053939708476,0.904445985246494
"hsa-miR-485-3p","PB",99,"0.65 (0.42)",78,"0.27 (0.45)",0.778752594446973,0.486513308583353,0.810661872427741
"hsa-miR-485-3p","SP",123,"-0.13 (0.38)",126,"0.06 (0.36)",0.675005361088117,0.596651368824594,0.381278744934885
"hsa-miR-382-5p","CG32",192,"0.04 (0.23)",189,"-0.34 (0.29)",0.430927242218397,0.614912160636852,0.425346414001301
"hsa-miR-382-5p","CG48",197,"0.25 (0.23)",193,"0.27 (0.25)",0.565327397347007,0.910681932185785,0.382590870952331
"hsa-miR-382-5p","PB",99,"0.35 (0.44)",78,"0.97 (0.49)",0.655213785198708,0.858371903667563,0.38105930010837
"hsa-miR-382-5p","SP",123,"-0.1 (0.26)",126,"-0.06 (0.3)",0.680894100220801,0.854784724638931,0.405626851472852
"hsa-miR-152-3p","CG32",192,"-0.12 (0.25)",189,"-0.42 (0.27)",0.886762317215636,0.750303993490815,0.631159738123573
"hsa-miR-152-3p","CG48",197,"0.09 (0.25)",193,"0.04 (0.26)",0.719315047685049,0.495263321985919,0.474186437381113
"hsa-miR-152-3p","PB",99,"0.56 (0.4)",78,"0.5 (0.43)",0.57844227508179,0.315341832214324,0.816163753523415
"hsa-miR-152-3p","SP",123,"-0.06 (0.35)",126,"-0.12 (0.33)",0.832543242432832,0.611941382334561,0.97949228256798
"hsa-miR-454-3p","CG32",192,"-0.05 (0.24)",189,"-0.14 (0.25)",0.557484220279403,0.998786531065343,0.345538511450185
"hsa-miR-454-3p","CG48",197,"-0.17 (0.22)",193,"-0.17 (0.25)",0.651465722456021,0.565435353754075,0.360982162464463
"hsa-miR-454-3p","PB",99,"-0.22 (0.38)",78,"0.15 (0.42)",0.753560327402074,0.455820155782327,0.658586813170811
"hsa-miR-454-3p","SP",123,"-0.24 (0.3)",126,"0.01 (0.31)",0.930828914229009,0.977098419695849,0.756036413026837
"hsa-miR-3143","CG32",192,"0.01 (0.27)",189,"-0.29 (0.27)",0.541456388326542,0.69937025462629,0.475530061785938
"hsa-miR-3143","CG48",197,"0.4 (0.26)",193,"-0.24 (0.26)",0.235104857304944,0.281116183420461,0.535181999953081
"hsa-miR-3143","PB",99,"0.53 (0.38)",78,"0.26 (0.39)",0.31770231702217,0.146417051002952,0.733555503912142
"hsa-miR-3143","SP",123,"-0.1 (0.36)",126,"-0.07 (0.35)",0.59956299737191,0.655332622122086,0.314549280464253
"hsa-miR-939-5p","CG32",192,"0.32 (0.26)",189,"-0.06 (0.24)",0.378554237726813,0.38079612815066,0.672784378918324
"hsa-miR-939-5p","CG48",197,"-0.07 (0.24)",193,"-0.2 (0.27)",0.70063004456239,0.917694868054917,0.458230310667449
"hsa-miR-939-5p","PB",99,"-0.19 (0.33)",78,"0.18 (0.4)",0.563808903563008,0.343628875575454,0.894688522950676
"hsa-miR-939-5p","SP",123,"-0.37 (0.33)",126,"0.02 (0.35)",0.393398372644451,0.450239524285059,0.611991979555404
"hsa-miR-146b-3p","CG32",192,"0.04 (0.27)",189,"-0.17 (0.25)",0.572861691425584,0.91647389256011,0.364105339840363
"hsa-miR-146b-3p","CG48",197,"0.06 (0.27)",193,"-0.18 (0.26)",0.683119672129986,0.959771340548237,0.482105288656389
"hsa-miR-146b-3p","PB",99,"0.29 (0.35)",78,"0.55 (0.38)",0.70959138452025,0.607102164966315,0.77981696370803
"hsa-miR-146b-3p","SP",123,"0.19 (0.39)",126,"-0.44 (0.36)",0.59712203905465,0.63005113204332,0.62830282191727
"hsa-miR-9-5p","CG32",192,"0.14 (0.29)",189,"0.24 (0.31)",0.520216989535248,0.269647668571522,0.706763434265418
"hsa-miR-9-5p","CG48",197,"-0.19 (0.29)",193,"-0.29 (0.28)",0.600372348524485,0.750662474548685,0.329495686782703
"hsa-miR-9-5p","PB",99,"-0.06 (0.38)",78,"-0.36 (0.43)",0.463495491099221,0.494758843544767,0.226448016362356
"hsa-miR-9-5p","SP",123,"-0.38 (0.36)",126,"-0.22 (0.37)",0.905786058476408,0.677417053148306,0.921869389669556
"hsa-miR-330-5p","CG32",192,"0 (0.24)",189,"0.04 (0.24)",0.641534128710686,0.94320262899911,0.480971028001064
