"Name","Arm","Week12 N","Week12 fold change (log2, Mean [SE])","Week24 N","Week24 fold change (log2, Mean [SE]) ","KW Test P value","Week12 vs Week0 Dunn's Test P value","Week24 vs Week0 Dunn's Test P value"
"hsa-miR-7706","SP",123,"-0.66 (0.35)",126,"0.03 (0.34)",0.432534505922653,0.248604965879179,0.909243796082603
"hsa-miR-582-3p","CG32",192,"-0.12 (0.27)",189,"-0.19 (0.25)",0.530972599119401,0.894529555055012,0.320189357843198
"hsa-miR-582-3p","CG48",197,"0.11 (0.26)",193,"0.27 (0.27)",0.703172727122267,0.429300338242754,0.580190690911789
"hsa-miR-582-3p","PB",99,"0 (0.4)",78,"0.15 (0.42)",0.705182395945367,0.799226015609813,0.587481253325982
"hsa-miR-582-3p","SP",123,"-0.07 (0.37)",126,"0.21 (0.36)",0.812818662013558,0.94272908189409,0.622365538763572
"hsa-miR-616-3p","CG32",192,"0.46 (0.24)",189,"0.2 (0.24)",0.0183022486519239,0.0407746640475802,0.745349513267931
"hsa-miR-616-3p","CG48",197,"-0.25 (0.25)",193,"-0.23 (0.27)",0.208150189824241,0.764144175427389,0.206280374057089
"hsa-miR-616-3p","PB",99,"0.01 (0.38)",78,"-0.32 (0.41)",0.263556023518116,0.327016441045453,0.134417147090383
"hsa-miR-616-3p","SP",123,"-0.35 (0.33)",126,"-0.27 (0.33)",0.617986076443808,0.376241540732518,0.763934832943493
"hsa-miR-548av-5p|hsa-miR-548k","CG32",192,"0.1 (0.25)",189,"0.03 (0.26)",0.744304597460457,0.525346846800042,0.99779158644256
"hsa-miR-548av-5p|hsa-miR-548k","CG48",197,"-0.4 (0.26)",193,"0.02 (0.27)",0.748251505493405,0.569919480869769,0.899329913248607
"hsa-miR-548av-5p|hsa-miR-548k","PB",99,"-0.15 (0.29)",78,"1.01 (0.4)",0.00945581887178381,0.226082820230269,0.0812078848509052
"hsa-miR-548av-5p|hsa-miR-548k","SP",123,"-0.33 (0.31)",126,"-0.48 (0.31)",0.188502763442476,0.139690997232807,0.131813374672493
"hsa-miR-196b-5p","CG32",192,"-0.04 (0.29)",189,"-0.08 (0.31)",0.885693486679917,0.804363894927514,0.814551160456006
"hsa-miR-196b-5p","CG48",197,"-0.27 (0.29)",193,"0.03 (0.29)",0.835603603190726,0.974423291310034,0.598596324059256
"hsa-miR-196b-5p","PB",99,"-0.46 (0.42)",78,"-0.1 (0.44)",0.293296431609381,0.19197928829562,0.950323978232349
"hsa-miR-196b-5p","SP",123,"0.02 (0.36)",126,"0.04 (0.35)",0.979732651023109,0.860457216745433,0.87122357514542
"hsa-miR-624-5p","CG32",192,"-0.07 (0.29)",189,"0.23 (0.25)",0.704535157854881,0.795550178068219,0.60261473999033
"hsa-miR-624-5p","CG48",197,"0.2 (0.26)",193,"-0.04 (0.24)",0.192724557323816,0.135837429841525,0.962349935571515
"hsa-miR-624-5p","PB",99,"-0.72 (0.4)",78,"-0.63 (0.43)",0.0448627771273189,0.0201439186774944,0.10708265288615
"hsa-miR-624-5p","SP",123,"-0.33 (0.33)",126,"-0.35 (0.34)",0.662387542985363,0.505030808963679,0.908520263321887
"hsa-miR-1226-3p","CG32",192,"-0.05 (0.25)",189,"0.2 (0.3)",0.891514594514257,0.937332444298776,0.716081436893229
"hsa-miR-1226-3p","CG48",197,"-0.01 (0.28)",193,"-0.04 (0.29)",0.829144323069431,0.604914415961416,0.988574089997544
"hsa-miR-1226-3p","PB",99,"-0.02 (0.42)",78,"0.55 (0.48)",0.830885366234895,0.872423915492824,0.667885261989087
"hsa-miR-1226-3p","SP",123,"-0.58 (0.35)",126,"0.03 (0.32)",0.235783021372566,0.204948885037105,0.78954315486623
"hsa-miR-5193","CG32",192,"-0.06 (0.21)",189,"0 (0.21)",0.634003313823367,0.701396678959706,0.431252687227112
"hsa-miR-5193","CG48",197,"0.11 (0.22)",193,"0.06 (0.21)",0.134125409241826,0.242594782774562,0.597169784792836
"hsa-miR-5193","PB",99,"-0.15 (0.27)",78,"-0.01 (0.31)",0.0934492662560124,0.0983676934282778,0.927880049264804
"hsa-miR-5193","SP",123,"-0.06 (0.24)",126,"-0.19 (0.22)",0.797015105360266,0.838454599860998,0.738899080786639
"hsa-miR-1287-5p","CG32",192,"0.3 (0.26)",189,"0.38 (0.28)",0.313580810891121,0.185977727973593,0.257597414354259
"hsa-miR-1287-5p","CG48",197,"0.14 (0.26)",193,"0.21 (0.26)",0.45772334320621,0.280054068977363,0.316271012445357
"hsa-miR-1287-5p","PB",99,"0.4 (0.4)",78,"0.27 (0.38)",0.70911086224965,0.984905991774586,0.493426370066625
"hsa-miR-1287-5p","SP",123,"-0.09 (0.3)",126,"-0.37 (0.31)",0.868968445503141,0.702274462240104,0.648615003686563
"hsa-miR-136-3p","CG32",192,"0.12 (0.28)",189,"0.1 (0.29)",0.511223876001874,0.258530989606908,0.648842645629743
"hsa-miR-136-3p","CG48",197,"0.47 (0.28)",193,"0.29 (0.31)",0.334754140365815,0.246454643876389,0.180368275508584
"hsa-miR-136-3p","PB",99,"0.28 (0.42)",78,"-0.2 (0.37)",0.524698278441689,0.614180895239782,0.526069513821113
"hsa-miR-136-3p","SP",123,"0.05 (0.37)",126,"0.53 (0.31)",0.239228945538045,0.963421912237112,0.145930716672824
"hsa-miR-4662a-5p","CG32",192,"-0.19 (0.27)",189,"-0.11 (0.28)",0.699208052473168,0.557793375912712,0.43682054727247
"hsa-miR-4662a-5p","CG48",197,"-0.23 (0.27)",193,"-0.38 (0.28)",0.452797197630455,0.975172463169605,0.285232569486249
"hsa-miR-4662a-5p","PB",99,"-0.46 (0.41)",78,"0.24 (0.44)",0.251172437515269,0.231263609067187,0.702569430632636
"hsa-miR-4662a-5p","SP",123,"-0.62 (0.35)",126,"-0.3 (0.35)",0.195622158790718,0.0889121854336405,0.512526002762232
"hsa-miR-539-3p","CG32",192,"-0.16 (0.22)",189,"-0.11 (0.21)",0.199560894644493,0.825343422873252,0.231936576627187
"hsa-miR-539-3p","CG48",197,"-0.12 (0.2)",193,"0 (0.22)",0.80683455819118,0.979366478273392,0.628480305752295
"hsa-miR-539-3p","PB",99,"-0.49 (0.27)",78,"-0.16 (0.35)",0.0104398040165982,0.00986920450706152,0.448994990082901
"hsa-miR-539-3p","SP",123,"-0.37 (0.24)",126,"0.22 (0.27)",0.0786428248973479,0.283465408834451,0.460837550609086
"hsa-miR-656-3p","CG32",192,"0.25 (0.27)",189,"0.21 (0.29)",0.183512458473691,0.123477101516935,0.983168398632435
"hsa-miR-656-3p","CG48",197,"-0.02 (0.28)",193,"0.37 (0.26)",0.679441882804251,0.875678693522205,0.509582367793233
"hsa-miR-656-3p","PB",99,"0.02 (0.41)",78,"-0.3 (0.38)",0.776149624617317,0.563445150001542,0.539110434909009
"hsa-miR-656-3p","SP",123,"-0.26 (0.33)",126,"0.03 (0.32)",0.97881590761546,0.915903628366267,0.841476415038566
"hsa-miR-27b-5p","CG32",192,"-0.24 (0.29)",189,"0.03 (0.25)",0.845518800443919,0.882599935632177,0.607496018601055
"hsa-miR-27b-5p","CG48",197,"-0.18 (0.26)",193,"-0.31 (0.27)",0.112220104071722,0.755282374643389,0.125566508624899
"hsa-miR-27b-5p","PB",99,"0.19 (0.38)",78,"0.27 (0.42)",0.913017968010486,0.794603841842869,0.88573902840886
"hsa-miR-27b-5p","SP",123,"-0.31 (0.32)",126,"0.15 (0.32)",0.752848569383735,0.649406279888279,0.83357040803851
"hsa-miR-6852-5p","CG32",192,"-0.03 (0.3)",189,"0.03 (0.29)",0.70204328303484,0.755882151982995,0.621350308428449
"hsa-miR-6852-5p","CG48",197,"-0.24 (0.3)",193,"0.23 (0.3)",0.674747056004031,0.590912129974193,0.751838281556007
"hsa-miR-6852-5p","PB",99,"-0.1 (0.47)",78,"0.43 (0.41)",0.524942450109934,0.383538978067825,0.86469754334128
"hsa-miR-6852-5p","SP",123,"0.16 (0.34)",126,"0.44 (0.37)",0.296990125290058,0.401259479857502,0.142396425010667
"hsa-miR-452-5p","CG32",192,"-0.04 (0.27)",189,"0.02 (0.26)",0.786764152492004,0.832952170208607,0.651867793812051
"hsa-miR-452-5p","CG48",197,"0.46 (0.26)",193,"0.14 (0.25)",0.198262008103105,0.0912472548050901,0.682411979609665
"hsa-miR-452-5p","PB",99,"-0.5 (0.35)",78,"0.26 (0.35)",0.235696096195514,0.137937320402218,0.937368227079411
"hsa-miR-452-5p","SP",123,"-0.65 (0.34)",126,"-0.29 (0.36)",0.409604369282473,0.227982902530038,0.843474909081885
"hsa-miR-6721-5p","CG32",192,"0.15 (0.2)",189,"0.11 (0.21)",0.293633955869838,0.411747043228547,0.673767420772351
"hsa-miR-6721-5p","CG48",197,"-0.31 (0.2)",193,"-0.34 (0.19)",0.00334228336537164,0.884895920598997,0.0216185206455775
"hsa-miR-6721-5p","PB",99,"0.07 (0.29)",78,"-0.15 (0.29)",0.157307767532121,0.12323458625552,0.273716088663766
"hsa-miR-6721-5p","SP",123,"-0.55 (0.25)",126,"-0.03 (0.27)",0.13227059573123,0.67501235465345,0.287509896433841
"hsa-miR-5189-3p","CG32",192,"0.15 (0.23)",189,"0.08 (0.23)",0.18669121154836,0.582444411174369,0.329575874240924
"hsa-miR-5189-3p","CG48",197,"-0.01 (0.21)",193,"-0.24 (0.23)",0.140044753169235,0.499088894659039,0.301372526044723
"hsa-miR-5189-3p","PB",99,"-0.65 (0.3)",78,"-0.67 (0.34)",0.00551312417607154,0.00563621780795287,0.101093356223386
"hsa-miR-5189-3p","SP",123,"-0.45 (0.25)",126,"0.04 (0.31)",0.192077276977591,0.255218544062606,0.815516166879824
"hsa-miR-655-3p","CG32",192,"0.09 (0.23)",189,"-0.29 (0.22)",0.0178789518185964,0.387307648853646,0.125191838001807
"hsa-miR-655-3p","CG48",197,"0.2 (0.23)",193,"-0.15 (0.22)",0.0944627326095822,0.49902738102383,0.236858461334579
"hsa-miR-655-3p","PB",99,"0.24 (0.3)",78,"0.29 (0.37)",0.362103664790533,0.303920855246421,0.848287673211299
"hsa-miR-655-3p","SP",123,"-0.19 (0.29)",126,"-0.33 (0.26)",0.979635490740971,0.942281790685666,0.866878272653482
"hsa-miR-493-3p","CG32",192,"0.04 (0.26)",189,"-0.12 (0.25)",0.0941560510082951,0.45482743877396,0.241749988554242
"hsa-miR-493-3p","CG48",197,"0.07 (0.26)",193,"0.21 (0.27)",0.431738008865732,0.343681348511364,0.8847324787529
"hsa-miR-493-3p","PB",99,"-0.25 (0.36)",78,"0.4 (0.41)",0.354501729416438,0.254565275287723,0.943347219748781
"hsa-miR-493-3p","SP",123,"-0.15 (0.29)",126,"0.36 (0.31)",0.0536959177959204,0.813591974283888,0.0517084716494229
"hsa-miR-197-5p","CG32",192,"-0.02 (0.26)",189,"0.07 (0.26)",0.91949695523191,0.71698296441514,0.936844641123029
"hsa-miR-197-5p","CG48",197,"0.01 (0.25)",193,"0.14 (0.27)",0.499415070944064,0.321979356085223,0.357881103849915
"hsa-miR-197-5p","PB",99,"0.08 (0.34)",78,"0.33 (0.38)",0.195875305709735,0.294508261804709,0.512415292103467
"hsa-miR-197-5p","SP",123,"-0.67 (0.29)",126,"-0.01 (0.34)",0.32904672730743,0.335701527840873,0.708749449807042
"hsa-miR-374b-3p","CG32",192,"0.39 (0.22)",189,"0.03 (0.22)",0.121924119756598,0.175041158871922,0.751970292345913
"hsa-miR-374b-3p","CG48",197,"0 (0.23)",193,"-0.07 (0.24)",0.411501000116287,0.454053912692734,0.676993104804233
"hsa-miR-374b-3p","PB",99,"-0.22 (0.32)",78,"0.04 (0.35)",0.38515118779968,0.338731692685115,0.786844502778973
"hsa-miR-374b-3p","SP",123,"0.34 (0.25)",126,"0 (0.27)",0.0589935087664264,0.0428497078851515,0.307620097549777
"hsa-miR-766-5p","CG32",192,"0.45 (0.25)",189,"0.14 (0.23)",0.0475831905246378,0.178276563172434,0.425169742714745
"hsa-miR-766-5p","CG48",197,"-0.21 (0.24)",193,"0.11 (0.26)",0.986711723876426,0.900602579231409,0.996702704555204
"hsa-miR-766-5p","PB",99,"0.2 (0.33)",78,"-0.12 (0.41)",0.922379685699737,0.719077721362484,0.799156724538085
"hsa-miR-766-5p","SP",123,"-0.34 (0.28)",126,"-0.06 (0.31)",0.611916726429458,0.643218869715866,0.695406503920062
"hsa-miR-1292-5p","CG32",192,"-0.43 (0.27)",189,"0.1 (0.27)",0.66664954479853,0.44364894644291,0.94337287978115
"hsa-miR-1292-5p","CG48",197,"-0.16 (0.26)",193,"-0.02 (0.27)",0.998635292768516,0.966845836867311,0.964755407182738
"hsa-miR-1292-5p","PB",99,"-0.22 (0.33)",78,"-0.13 (0.42)",0.533581954137101,0.289543445146232,0.516425443561063
"hsa-miR-1292-5p","SP",123,"-0.46 (0.37)",126,"0.32 (0.36)",0.215789018527148,0.555669500736882,0.306419902643931
"hsa-miR-381-3p","CG32",192,"0.29 (0.25)",189,"0.21 (0.25)",0.0243517815804754,0.017227838972082,0.381698753850916
"hsa-miR-381-3p","CG48",197,"0.29 (0.25)",193,"0.36 (0.26)",0.143827495078815,0.0770025978081389,0.431058398370233
"hsa-miR-381-3p","PB",99,"0.09 (0.33)",78,"-0.1 (0.39)",0.408555669748905,0.337550999953595,0.250597744598973
"hsa-miR-381-3p","SP",123,"-0.08 (0.28)",126,"0.05 (0.27)",0.370219920491722,0.577648743238006,0.216668990124581
"hsa-miR-148a-5p","CG32",192,"-0.01 (0.28)",189,"0.19 (0.27)",0.82851787030026,0.937922114745894,0.579975326475275
"hsa-miR-148a-5p","CG48",197,"-0.35 (0.25)",193,"-0.31 (0.28)",0.790702640433214,0.53750308704002,0.591792609518465
"hsa-miR-148a-5p","PB",99,"-0.33 (0.39)",78,"0.19 (0.36)",0.540282543292218,0.296110451683457,0.792550953153794
"hsa-miR-148a-5p","SP",123,"-0.75 (0.35)",126,"-0.69 (0.34)",0.038310422377128,0.0273026700932515,0.0339986078905644
"hsa-miR-5187-5p","CG32",192,"0.26 (0.25)",189,"0.36 (0.26)",0.646100480497919,0.443172628226593,0.513407008609689
"hsa-miR-5187-5p","CG48",197,"0.11 (0.25)",193,"0.14 (0.24)",0.587415318884557,0.356580711638446,0.710865873974635
"hsa-miR-5187-5p","PB",99,"-0.12 (0.33)",78,"0.32 (0.41)",0.387456326540754,0.358838043399749,0.74469606966239
"hsa-miR-5187-5p","SP",123,"0.18 (0.28)",126,"-0.12 (0.31)",0.345106686899315,0.25707338515223,0.276197109374702
"hsa-miR-671-5p","CG32",192,"-0.14 (0.26)",189,"0.09 (0.24)",0.750917032053225,0.981249215350277,0.547140406831916
"hsa-miR-671-5p","CG48",197,"-0.09 (0.27)",193,"-0.53 (0.27)",0.0281295184450004,0.472408071879701,0.0832606785364777
"hsa-miR-671-5p","PB",99,"-0.1 (0.35)",78,"0.29 (0.38)",0.536778279363017,0.36809753153548,0.964149662209106
"hsa-miR-671-5p","SP",123,"-0.6 (0.32)",126,"-0.2 (0.35)",0.479984056626823,0.276421422727884,0.739911066033826
"hsa-miR-4659b-3p","CG32",192,"0.09 (0.26)",189,"-0.16 (0.26)",0.195884008883965,0.304205477769165,0.494491114009288
"hsa-miR-4659b-3p","CG48",197,"-0.31 (0.25)",193,"-0.53 (0.26)",0.153796505884077,0.454793537848789,0.0682590151564083
"hsa-miR-4659b-3p","PB",99,"-0.44 (0.38)",78,"0.23 (0.41)",0.320398529068378,0.185545798425048,0.900139926149545
"hsa-miR-4659b-3p","SP",123,"-0.21 (0.31)",126,"-0.37 (0.32)",0.74696121026664,0.919798050945867,0.584854986043334
"hsa-miR-556-3p","CG32",192,"0.05 (0.23)",189,"-0.36 (0.23)",0.0051635453725952,0.738753968319415,0.0262004381413184
"hsa-miR-556-3p","CG48",197,"0.16 (0.23)",193,"0.02 (0.22)",0.141148506883118,0.159539922926275,0.899515918468605
"hsa-miR-556-3p","PB",99,"-0.19 (0.34)",78,"0.21 (0.4)",0.288181140737515,0.212907010709933,0.961679033853096
"hsa-miR-556-3p","SP",123,"-0.08 (0.26)",126,"-0.22 (0.27)",0.912027360683565,0.82581389679167,0.730787864516157
"hsa-miR-616-5p","CG32",192,"-0.13 (0.25)",189,"0.19 (0.23)",0.683069351842355,0.561423330365693,0.854945039282527
"hsa-miR-616-5p","CG48",197,"-0.19 (0.22)",193,"-0.14 (0.24)",0.406541682934321,0.717935934566022,0.400712486796354
"hsa-miR-616-5p","PB",99,"-0.15 (0.33)",78,"-0.79 (0.38)",0.0726426542898593,0.243735227506053,0.0362362979365089
"hsa-miR-616-5p","SP",123,"0.07 (0.27)",126,"-0.13 (0.31)",0.893128573607361,0.84169379253211,0.662805813454421
"hsa-miR-409-5p","CG32",192,"-0.14 (0.22)",189,"-0.1 (0.2)",0.336538222882648,0.753115460602802,0.236481980850016
"hsa-miR-409-5p","CG48",197,"-0.05 (0.22)",193,"-0.17 (0.22)",0.0420285085921227,0.735001999840738,0.0934609825521009
"hsa-miR-409-5p","PB",99,"0.04 (0.31)",78,"0.34 (0.32)",0.403643144338817,0.399896917677808,0.7339570205822
"hsa-miR-409-5p","SP",123,"-0.52 (0.27)",126,"0.03 (0.29)",0.16628264083826,0.679831901978522,0.26251326901878
"hsa-miR-301a-5p","CG32",192,"-0.54 (0.24)",189,"-0.22 (0.23)",0.177813344136296,0.345057207535306,0.111967546821853
"hsa-miR-301a-5p","CG48",197,"-0.04 (0.21)",193,"0.16 (0.25)",0.577423118939049,0.457980053977432,0.393647590883326
"hsa-miR-301a-5p","PB",99,"-0.31 (0.35)",78,"-0.4 (0.38)",0.102147740048874,0.0528355818250195,0.419463285421529
"hsa-miR-301a-5p","SP",123,"-0.06 (0.29)",126,"-0.46 (0.26)",0.762281706796695,0.760046470483596,0.75532748284933
"hsa-miR-429","CG32",192,"0.22 (0.24)",189,"0.28 (0.25)",0.690543445063366,0.465710683100848,0.547598637998475
"hsa-miR-429","CG48",197,"0.59 (0.23)",193,"0.39 (0.25)",0.015372290201651,0.00730232226350867,0.114956684131408
"hsa-miR-429","PB",99,"0 (0.33)",78,"0.09 (0.4)",0.400208274168361,0.22863302076465,0.421250968408075
"hsa-miR-429","SP",123,"-0.26 (0.3)",126,"0.06 (0.26)",0.526164839202985,0.417546674656835,0.913361208651628
"hsa-miR-5010-3p","CG32",192,"0.14 (0.25)",189,"0.19 (0.26)",0.351125933135476,0.199738242521454,0.655194290041705
"hsa-miR-5010-3p","CG48",197,"-0.1 (0.22)",193,"-0.27 (0.24)",0.289330236537475,0.757603971510632,0.280730491433105
"hsa-miR-5010-3p","PB",99,"-0.32 (0.34)",78,"-0.04 (0.39)",0.127587567226594,0.0823620573552458,0.888196752813616
"hsa-miR-5010-3p","SP",123,"-0.78 (0.29)",126,"-0.19 (0.31)",0.151606002559337,0.121093804025154,0.972424215642553
"hsa-miR-34a-5p","CG32",192,"0.19 (0.25)",189,"0.44 (0.26)",0.873577337950957,0.684270733265271,0.672209741139013
"hsa-miR-34a-5p","CG48",197,"0.02 (0.23)",193,"-0.18 (0.24)",0.642256902726158,0.970897066407855,0.430008508028716
"hsa-miR-34a-5p","PB",99,"-0.36 (0.37)",78,"-0.21 (0.41)",0.220089709368556,0.107447030987788,0.721231833445663
"hsa-miR-34a-5p","SP",123,"-0.41 (0.32)",126,"-0.01 (0.3)",0.189933032924347,0.312787501289299,0.561015142522819
"hsa-miR-6819-3p","CG32",192,"-0.02 (0.24)",189,"0.25 (0.24)",0.995237877294665,0.973241631176012,0.93224932413993
"hsa-miR-6819-3p","CG48",197,"-0.1 (0.21)",193,"0 (0.23)",0.267744484620483,0.425144821004725,0.529230215718769
"hsa-miR-6819-3p","PB",99,"0.3 (0.31)",78,"0.36 (0.34)",0.908802497293591,0.945671357468568,0.754936981121536
"hsa-miR-6819-3p","SP",123,"-0.12 (0.28)",126,"-0.57 (0.28)",0.163459575206607,0.452051665316628,0.385596118146272
"hsa-miR-7110-3p","CG32",192,"-0.1 (0.19)",189,"0.06 (0.21)",0.37461386522331,0.596022613394257,0.290130308378776
"hsa-miR-7110-3p","CG48",197,"0.1 (0.18)",193,"-0.02 (0.17)",0.0377973475375339,0.173237560782967,0.519490713367949
"hsa-miR-7110-3p","PB",99,"-0.09 (0.28)",78,"0.15 (0.3)",0.0444754256135425,0.0437612276985441,0.581381756375978
"hsa-miR-7110-3p","SP",123,"-0.29 (0.22)",126,"0.02 (0.25)",0.204598592050784,0.724857989591324,0.209429134510366
"hsa-miR-205-5p","CG32",192,"0.46 (0.28)",189,"0.41 (0.28)",0.206658073089381,0.120214889812247,0.141328735878921
"hsa-miR-205-5p","CG48",197,"0.92 (0.27)",193,"0.87 (0.27)",0.000458166485692725,0.000180332658639649,0.00611402667642891
"hsa-miR-205-5p","PB",99,"0.32 (0.38)",78,"0.03 (0.42)",0.858502383022014,0.888691455183881,0.597884650446171
"hsa-miR-205-5p","SP",123,"-0.2 (0.36)",126,"-0.34 (0.35)",0.672066430515062,0.465801169219785,0.425542272257908
"hsa-miR-122-3p","CG32",192,"-0.59 (0.28)",189,"-0.67 (0.28)",0.00208753320945594,0.037912734726936,0.00065553940738596
"hsa-miR-122-3p","CG48",197,"-0.36 (0.25)",193,"-0.39 (0.28)",0.398287196866666,0.466687585203576,0.188235101674311
"hsa-miR-122-3p","PB",99,"-0.06 (0.4)",78,"-0.23 (0.4)",0.353838273584041,0.961957472790674,0.226312575460212
"hsa-miR-122-3p","SP",123,"-0.8 (0.3)",126,"-0.52 (0.32)",0.0853346337102458,0.0436355758434674,0.0869533224936556
"hsa-miR-148b-5p","CG32",192,"0.18 (0.22)",189,"0 (0.22)",0.0862609959458205,0.226915043075839,0.469363393130632
"hsa-miR-148b-5p","CG48",197,"-0.09 (0.23)",193,"0.31 (0.26)",0.699109251494755,0.73619912346511,0.447891677842224
"hsa-miR-148b-5p","PB",99,"-0.45 (0.34)",78,"0.07 (0.39)",0.0405251338346119,0.0477184439574856,0.959969786215675
"hsa-miR-148b-5p","SP",123,"0.11 (0.28)",126,"-0.05 (0.25)",0.784432623014424,0.71937717585768,0.561258962270226
"hsa-miR-501-5p","CG32",192,"0.03 (0.23)",189,"0.15 (0.23)",0.667047256553692,0.6585878125684,0.729783499759924
"hsa-miR-501-5p","CG48",197,"-0.04 (0.24)",193,"-0.06 (0.25)",0.319651230069231,0.298153120061734,0.795670595979577
"hsa-miR-501-5p","PB",99,"-0.13 (0.3)",78,"0.07 (0.41)",0.166085336362533,0.123775733749384,0.927556311569832
"hsa-miR-501-5p","SP",123,"-0.44 (0.29)",126,"-0.76 (0.29)",0.209342552557859,0.674188565220898,0.146098461496387
